excel_row,source,owner,dc_name,country,city,address,lat,long,match_count,matched_excel_rows,matched_names,matched_owners
2,DC Byte,Spark,Invercargill,New Zealand,Invercargill City,"Level 2, 2 Dee Street, Invercargill 9810, New Zealand",-46.41245385,168.3465507,0,,,
3,DC Byte,T4,Murihiku Southland,New Zealand,Invercargill City,"Racecourse Road, Ascot, Invercargill 9810, New Zealand",-46.40239677,168.3952972,1,20217,Southland,T4 Group Limited
4,DC Byte,DataGrid,Makarewa,New Zealand,Makarewa,370 Flora Road East Makarewa 9876,-46.33132164,168.384906,0,,,
5,DC Byte,Spark,Otago (Dunedin),New Zealand,Dunedin,"18 Tennyson Street, Central Dunedin, Dunedin 9016, New Zealand",-45.87595866,170.5014349,0,,,
6,DC Byte,Lake Parime,Clyde Dam,New Zealand,Clyde,"46 Fruitgrowers Road, Clyde 9391, New Zealand",-45.18474933,169.3088583,0,,,
7,DC Byte,Spark,CCL Christchurch,New Zealand,Christchurch,"21 Durham Street South, Sydenham, Christchurch 8023, New Zealand",-43.5464834,172.6329773,1,10417,Christchurch,Spark New Zealand Limited
8,DC Byte,Spark,Revera Addington Christchurch,New Zealand,Christchurch,"7 Show Place, Addington, Christchurch 8024, New Zealand",-43.54235745,172.6030167,1,10417,Christchurch,Spark New Zealand Limited
9,DC Byte,Spark,Christchurch Exchange,New Zealand,Christchurch,"109 Hereford Street, Christchurch Central City, Christchurch 8011, New Zealand",-43.53187918,172.6354836,1,10419,Christchurch,Spark New Zealand Limited
10,DC Byte,Datacom Data Centres,Gloucester,New Zealand,Christchurch Central,"67 Gloucester Street, 8013, Christchurch, New Zealand",-43.52947687,172.6319686,1,13152,Gloucester,Datacom Australia Holdings Pty Limited
11,DC Byte,Chorus,Avonhead,New Zealand,Christchurch,"302 Yaldhurst Road, Avonhead, Christchurch 8042, New Zealand",-43.52328561,172.5453594,0,,,
12,DC Byte,Spark,Christchurch Airport,New Zealand,Christchurch,"18 Perimeter Road, Christchurch Airport, Christchurch 8053, New Zealand",-43.49252425,172.5456194,1,10417,Christchurch,Spark New Zealand Limited
13,DC Byte,Umbrellar,Christchurch,New Zealand,Christchurch,"Unit 5/7 Sir Gil Simpson Drive, Burnside, Christchurch 8053, New Zealand",-43.49205196,172.5592793,1,10418,Christchurch,Two Degrees Mobile Limited
14,DC Byte,Vocus,Christchurch,New Zealand,Christchurch,"21 Sheffield Crescent, Burnside, Christchurch 8543, New Zealand",-43.49113901,172.5606672,1,10418,Christchurch,Two Degrees Mobile Limited
15,DC Byte,VNET,Selwyn Campus,New Zealand,Darfield,"315 Horndon Street, Darfield 7510",-43.46953474,172.0984953,0,,,
16,DC Byte,DXN,TAS01,Australia,Dowsing Point,"40-50 Innovation Dr, Dowsing Point, TAS 7010",-42.82215452,147.3041967,2,11529; 20789,DC02; TAS01 (Tasmanet DC03),Tasmanet Pty. Ltd.; DXN Limited
17,DC Byte,Grupo Gtd,Puerto Montt,Chile,Puerto Montt,"Puerto Montt, Los Lagos, Chile",-41.48713824,-73.02304706,0,,,
18,DC Byte,Firmus Technologies,Southgate,Australia,Launceston,"23 Killafaddy Rd, St Leonards TAS 7250, Australia",-41.44211404,147.1765244,0,,,
19,DC Byte,Datacom Data Centres,Abel,New Zealand,Wellington,"84 Abel Smith Street, Te Aro Wellington, 6011, New Zealand",-41.29576461,174.773294,1,8401,Abel,Datacom Australia Holdings Pty Limited
20,DC Byte,Chorus,Courtenay Place,New Zealand,Wellington,"26 Cambridge Terrace, Te Aro, Wellington 6011, New Zealand",-41.29472379,174.7828881,1,21816,Wellington,Spark New Zealand Limited
21,DC Byte,Caduceus Systems,Data Centre,New Zealand,Wellington,"Level 3, 154 Featherston Street, Wellington Central, Wellington 6011, New Zealand",-41.28361474,174.7765358,0,,,
22,DC Byte,Vital,Lambton Quay,New Zealand,Wellington,"Level 2, 160 Lambton Quay, Wellington Central, Wellington 6011, New Zealand",-41.28135982,174.7756782,0,,,
23,DC Byte,Spark,Featherston,New Zealand,Wellington,"Level 6, 60 - 70 Featherston Street, Pipitea, Wellington 6011, New Zealand",-41.28048694,174.7781232,0,,,
24,DC Byte,Vital,Classic House,New Zealand,Wellington,"17 Murphy Street, Thorndon, Wellington 6011, New Zealand",-41.27474267,174.778993,0,,,
25,DC Byte,Xtreme Networks,Thorndon Quay,New Zealand,Pipitea,"Level 1, 191 Thorndon Quay, Pipitea, Wellington 6011, New Zealand",-41.27170418,174.7817715,0,,,
26,DC Byte,ACSData,Data Centre,New Zealand,Lower Hutt,"25 Victoria Street, Petone, Lower Hutt 5012, New Zealand",-41.22532903,174.871665,1,21817,Wellington,Acsdata
27,DC Byte,Spark,Revera ART2 Wellington,New Zealand,Trentham,"2 George Daniels Drive, Trentham, Upper Hutt 5018, New Zealand",-41.14199927,175.0500751,0,,,
28,DC Byte,Spark,Revera ART1 Wellington,New Zealand,Trentham,"2 George Daniels Drive, Trentham, Upper Hutt 5018, New Zealand",-41.14158934,175.0498129,0,,,
29,DC Byte,Catalyst IT,Porirua,New Zealand,Porirua,"1 Walton Leigh Avenue, Porirua 5022, New Zealand",-41.13786128,174.8421533,0,,,
30,DC Byte,AdvantageNZ,S5,New Zealand,Palmerston North,"48 Grey Street, Palmerston North Central, Palmerston North 4410, New Zealand",-40.35245139,175.610719,0,,,
31,DC Byte,Anacondaweb,Temuco,Chile,Temuco,"Bernardo O'Higgins 485, Temuco, AraucanÃ­a, Chile",-38.74269562,-72.59607257,0,,,
32,DC Byte,Keppel Data Centres,Morwell,Australia,Hazelwood North,Hazelwood North Victoria 3840 Australia,-38.28110245,146.4197204,0,,,
33,DC Byte,Edge Centres,EC8 Traralgon,Australia,Traralgon,"105 Princes St, Traralgon VIC 3844, Australia",-38.1995723,146.5346285,1,12319,EC8 Traralgon,Edge Centres
34,DC Byte,OMNIconnect,OCDC,Australia,Carrum Downs,"14 Elite Way, Carrum Downs VIC 3201, Australia",-38.09336171,145.1595004,0,,,
35,DC Byte,NEXTDC,GE1,Australia,Geelong,"148-158 Obriens Rd, Corio VIC 3214, Australia",-38.05633403,144.3728007,0,,,
36,DC Byte,AirTrunk,MEL6,Australia,Moorabool,"Anakie Rd, Lovely Banks VIC 3213, Australia",-38.02956324,144.296757,0,,,
37,DC Byte,Fujitsu,Noble Park,Australia,Melbourne,"5 Summit Rd, Noble Park North VIC 3174, Australia",-37.94747841,145.1856079,1,17359,Noble Park Data Centre,Fujitsu Limited
38,DC Byte,Telstra InfraCo,Clayton,Australia,Melbourne,"1822 Dandenong Road Clayton, VIC 3168",-37.92076854,145.1319323,2,14339; 20892,Internal Telstra DC only; Telstra Data Centre Complex,Telstra Group Limited; Centuria Industrial REIT
39,DC Byte,NAB,Knox,Australia,Wantirna South,"122 Lewis Rd, Wantirna South VIC 3152, Australia",-37.87137228,145.2471372,0,,,
40,DC Byte,DXC Technology,Melbourne,Australia,Melbourne,"4 Wesley Ct, Burwood East VIC 3151, Australia",-37.85754579,145.1654194,3,12245; 16138; 20203,DXC Melbourne; Melbourne; South Melbourne,"DXC Technology Company; OMNIconnect Pty Ltd; Dimension Data North America, Inc."
41,DC Byte,CDC Data Centres,Laverton Campus (LA1 & LA2),Australia,Melbourne,"20/38 Leakes Rd, Laverton North VIC 3026, Australia",-37.84141558,144.7746306,0,,,
42,DC Byte,Amazon Web Services,MEL61 - Leakes Road,Australia,Melbourne,"171 Leakes Rd, Truganina VIC 3029",-37.84120634,144.7530212,0,,,
43,DC Byte,Pacific Partnerships,Leakes Road,Australia,Melbourne,"114 Leakes Rd, Truganina VIC 3029, Australia",-37.8384494,144.7585457,0,,,
44,DC Byte,Amazon Web Services,MEL60 - Delivery Drive,Australia,Truganina,"22 Delivery Drive, Truganina VIC 3029, Australia",-37.83832669,144.7556695,0,,,
45,DC Byte,Fusion Energy Group,Epsilon Data Centre,Australia,Melbourne,"55 Crockford St, Port Melbourne VIC 3207, Australia",-37.83399868,144.9481834,3,11604; 16125; 16130,DC2; MEL1; MEL2,TPG Telecom Limited; Epsilon Data Centre; TPG Telecom Limited
46,DC Byte,Interactive,Melbourne,Australia,Melbourne,"437 - 461 Williamstown Road, Port Park, Port Melbourne VIC 3207",-37.83246247,144.9355335,1,11219,Data Centre 2,NEXTDC Limited
47,DC Byte,NEXTDC,M4,Australia,Melbourne,"127 Todd Rd, Port Melbourne VIC 3207, Australia",-37.82852552,144.9101328,1,15783,M4,NEXTDC Limited
48,DC Byte,GreenSquareDC,MEL1,Australia,Melbourne,"44-76 Simcock Ave, Spotswood VIC 3015, Australia",-37.82698491,144.8897066,1,16123,MEL1,5G Networks Limited
49,DC Byte,Arrow Capital,Holden,Australia,Melbourne,"Fishermans Bend, Port Melbourne, VIC 3207",-37.82438908,144.91599,4,16059; 16060; 16061; 18500,ME1; ME1 - Equinix; ME2; Port Melbourne,"Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc."
50,DC Byte,NEXTDC,M1,Australia,Melbourne,"826 Lorimer Street, Port Melbourne, 3207, Australia ",-37.822678,144.932103,4,8969; 11220; 15770; 15771,AU2; Data Centre A; M1; M1,NEXTDC Limited; NEXTDC Limited; NEXTDC Limited; NEXTDC Limited
51,DC Byte,Microsoft,Cawley Road,Australia,Melbourne,"20-28 Cawley Rd, Yarraville VIC 3013, Australia",-37.82234028,144.858856,0,,,
52,DC Byte,Equinix,ME2,Australia,Melbourne,"Unit B, 578 Lorimer Street, Port Melbourne, AU, VIC 3207",-37.82211784,144.9154161,4,16059; 16060; 16061; 18500,ME1; ME1 - Equinix; ME2; Port Melbourne,"Equinix, Inc.; Equinix, Inc.; Equinix, Inc.; Equinix, Inc."
53,DC Byte,Equinix,ME3,Australia,Melbourne,"578 Lorimer St, Port Melbourne VIC 3207, Australia",-37.82206997,144.9149417,0,,,
54,DC Byte,AirTrunk,MEL7,Australia,Melbourne,"1-7 Cawley Rd, Yarraville VIC 3013, Australia",-37.82156509,144.8621971,0,,,
55,DC Byte,Micron21,Kilsyth,Australia,Kilsyth South,"2/7 Eastspur Court, Kilsyth South, Victoria 3137, Australia",-37.8215206,145.3148011,1,14885,Kilsyth,"Micron21 Pty, Ltd."
56,DC Byte,Vocus,28 Thornton Cres,Australia,Melbourne,"28 Thornton Cres, Mitcham VIC 3132, Australia",-37.8213136,145.1875522,1,20954,Thornton Crescent 28,Vocus Group Limited
57,DC Byte,STACK Infrastructure,MEL01,Australia,Melbourne,"399 Palmers Rd, Truganina VIC 3029, Australia",-37.82091224,144.7477713,2,16121; 16122,MEL01; MEL02,"Stack Infrastructure, Inc.; Stack Infrastructure, Inc."
58,DC Byte,TPG Telecom Group,Richmond,Australia,Melbourne,"180 Burnley St, Richmond VIC 3121, Australia",-37.82022857,145.0075643,1,19065,Richmond,TPG Telecom Limited
59,DC Byte,ResetData,AI-F1,Australia,Melbourne,"818 Bourke St, Docklands VIC 3008, Australia",-37.81920137,144.9439636,0,,,
60,DC Byte,Vocus,530 Collins St,Australia,Melbourne,"530 Collins St, Melbourne VIC 3000, Australia",-37.81754438,144.9567055,11,16081; 16123; 16131; 16134; 16135; 16136; 16137; 16140; 16142; 18574; 18575,MEDS1; MEL1; MEL2; Melbourne; Melbourne; Melbourne; Melbourne; Melbourne 2; Melbourne DC-2; Primus Imagineering Data Centre; Primus Imagineering Data Centre,Telstra Group Limited; 5G Networks Limited; Vocus Group Limited; Datacom Australia Holdings Pty Limited; 530 Collins St Pty Ltd; 530 Collins St Pty Ltd; Ip Exchange Gmbh; TPG Telecom Limited; Servers Australia Pty. Ltd.; Vocus Group Limited; Vocus Group Limited
61,DC Byte,5G Networks,Melbourne Data Centre,Australia,Melbourne,"Level 15, 530 Collins St, Melbourne VIC 3000, Australia",-37.81752361,144.9567246,11,16081; 16123; 16131; 16134; 16135; 16136; 16137; 16140; 16142; 18574; 18575,MEDS1; MEL1; MEL2; Melbourne; Melbourne; Melbourne; Melbourne; Melbourne 2; Melbourne DC-2; Primus Imagineering Data Centre; Primus Imagineering Data Centre,Telstra Group Limited; 5G Networks Limited; Vocus Group Limited; Datacom Australia Holdings Pty Limited; 530 Collins St Pty Ltd; 530 Collins St Pty Ltd; Ip Exchange Gmbh; TPG Telecom Limited; Servers Australia Pty. Ltd.; Vocus Group Limited; Vocus Group Limited
62,DC Byte,CDC Data Centres,Brooklyn Campus (BK1 & BK2),Australia,Melbourne,"594 - 598 Geelong Road Brooklyn, VIC 3012",-37.8164122,144.8451674,1,9518,BK1,CDC Data Centres
63,DC Byte,CDC Data Centres,Brooklyn Campus (BK3-5),Australia,Melbourne,"11A McDonald Rd, Brooklyn VIC 3012",-37.81492604,144.8442497,0,,,
64,DC Byte,Verizon,Melbourne CBD,Australia,Melbourne,"330-340 Spencer St, West Melbourne VIC 3003, Australia",-37.81264822,144.9515909,4,16063; 16064; 16124; 21621,ME5; ME5; MEL1; Verizon,"Equinix, Inc.; Equinix, Inc.; Verizon Communications Inc.; Verizon Communications Inc."
65,DC Byte,AirTrunk,MEL4,Australia,Melbourne,"725 Boundary Rd, Truganina VIC 3029",-37.81102139,144.72665,0,,,
66,DC Byte,Microsoft,Woods Road,Australia,Truganina,"283 Woods Rd, Truganina VIC 3029, Australia",-37.80980259,144.7213667,0,,,
67,DC Byte,Equinix,ME5,Australia,Melbourne,"22-36 Walsh St, West Melbourne VIC 3003, Australia",-37.80790908,144.9534536,5,16063; 16064; 16124; 16132; 21621,ME5; ME5; MEL1; MEL3; Verizon,"Equinix, Inc.; Equinix, Inc.; Verizon Communications Inc.; Vocus Group Limited; Verizon Communications Inc."
68,DC Byte,STACK Infrastructure,MEL02,Australia,Mount Cottrell,"15-23 Dunmore Dr, Truganina VIC 3029",-37.80597125,144.7280108,0,,,
69,DC Byte,NEXTDC,M3,Australia,West Footscray,25 Indwe St West Footscray VIC 3012 Australia,-37.8038942,144.8653699,1,15781,M3,NEXTDC Limited
70,DC Byte,TPG Telecom Group,Dryburgh,Australia,Melbourne,"221 Dryburgh St, North Melbourne VIC 3051, Australia",-37.8011295,144.9434437,1,21217,TPG Telecom-Victoria,"Equinix, Inc."
71,DC Byte,AirTrunk,MEL1,Australia,Melbourne,"176 Swann Dr, Derrimut VIC 3030, Australia",-37.80054572,144.7725182,2,16126; 16141,MEL1; Melbourne 2,AirTrunk Pte Ltd.; AirTrunk Pte Ltd.
72,DC Byte,ESR Group,Melbourne,Australia,Melbourne,"Truganina, Victoria 3029 Australia",-37.79842207,144.7298366,1,12245,DXC Melbourne,DXC Technology Company
73,DC Byte,Spark,Waikato (Hamilton),New Zealand,Hamilton,"7 Caro Street, Hamilton Central, Hamilton 3204, New Zealand",-37.78881643,175.2813602,1,20263,Spark Hamilton Exchange,Spark New Zealand Limited
74,DC Byte,Equinix,ME4,Australia,Melbourne,"2 Davis Ct, Derrimut VIC 3026, Australia",-37.7884318,144.7856878,1,16062,ME4,"Equinix, Inc."
75,DC Byte,Spark,University of Waikato,New Zealand,Hamilton,"University of Waikato, Hillcrest Road, Hamilton 3216, New Zealand",-37.78767577,175.3176828,0,,,
76,DC Byte,Digital Realty,Digital Deer Park 1 - MEL10,Australia,Melbourne,"98 Radnor Drive, Deer Park, VIC 3023",-37.78189342,144.779331,3,8379; 11919; 16144,"98 Radnor Drive, Deer Park; Digital Deer Park 3; Melbourne MEL11","Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
77,DC Byte,Digital Realty,Digital Deer Park 2 - MEL11,Australia,Derrimut,"72 Radnor Dr, Deer Park VIC 3023, Australia",-37.78167436,144.777776,3,8379; 11919; 16144,"98 Radnor Drive, Deer Park; Digital Deer Park 3; Melbourne MEL11","Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
78,DC Byte,Digital Realty,MEL12,Australia,Melbourne,"54 Radnor Drive, Deer Park, Melbourne, VIC, 3023, Australia",-37.78145487,144.7768362,3,8379; 11919; 16144,"98 Radnor Drive, Deer Park; Digital Deer Park 3; Melbourne MEL11","Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
79,DC Byte,PGIM,Oroya Drive,Australia,Mount Cottrell,"1 Oroya Dr, Truganina VIC 3029, Australia",-37.7763645,144.6775531,0,,,
80,DC Byte,Goodman,RBR Hub,Australia,Mount Cottrell,"10 Enhance Pl, Truganina VIC 3029, Australia",-37.76863327,144.6749946,0,,,
81,DC Byte,Data Vault,Hamilton,New Zealand,Hamilton,"32 The Boulevard, Te Rapa Park, Hamilton 3200, New Zealand",-37.74109008,175.2246191,1,13426,Hamilton,Data Vault
82,DC Byte,Datacom Data Centres,Kapua,New Zealand,Hamilton,"14 Simsey Place, Te Rapa Park, Hamilton 3200, New Zealand",-37.73633994,175.2211746,2,13426; 14786,Hamilton; Kapua,Data Vault; Datacom Australia Holdings Pty Limited
83,DC Byte,AirTrunk,MEL3,Australia,Keilor East,"100 Thor Ct, Keilor East VIC 3033, Australia",-37.73098122,144.8538201,0,,,
84,DC Byte,NEXTDC,M2,Australia,Melbourne,"75 Sharps Rd, Tullamarine VIC 3043, Australia",-37.70871833,144.8763234,1,15780,M2,NEXTDC Limited
85,DC Byte,Vantage Data Centers,Melbourne (MEL11),Australia,Melbourne,"45 Tullamarine Park Rd, Tullamarine VIC 3043, Australia",-37.70788395,144.8721848,1,16135,Melbourne,530 Collins St Pty Ltd
86,DC Byte,AirTrunk,MEL2,Australia,Melbourne,"85 Sharps Rd, Tullamarine VIC 3043",-37.70750212,144.8622136,1,16131,MEL2,Vocus Group Limited
87,DC Byte,Amazon Web Services,MEL71 - Ferris Road,Australia,Melton South,"54-80 Ferris Rd, Cobblebank VIC 3338",-37.70153365,144.6020311,0,,,
88,DC Byte,Spark,Bay of Plenty (Tauranga),New Zealand,Tauranga South,"570 Cameron Road, Tauranga South, Tauranga 3112, New Zealand",-37.69917048,176.1589331,2,20265; 20792,Spark Tauranga Exchange; Tauranga,Spark New Zealand Limited; ED Services Limited
89,DC Byte,Microsoft,Garden Drive,Australia,Tullamarine,"70 - 90 Garden Drive, Tullamarine, VIC 3043 ",-37.68561322,144.8739798,0,,,
90,DC Byte,Chorus,Tauranga,New Zealand,Tauranga,"215 Otumoetai Road, Brookfield, Tauranga 3110, New Zealand",-37.68325221,176.1361224,1,20265,Spark Tauranga Exchange,Spark New Zealand Limited
91,DC Byte,EOL,StrataGate Data Centre,New Zealand,Tauranga,"32 Harington Street, Tauranga 3110, New Zealand",-37.68180561,176.1685665,0,,,
92,DC Byte,ZerraDC,Melbourne 1,Australia,West Footscray,"Campbellfield VIC 3061, Australia",-37.66347984,144.9512212,0,,,
93,DC Byte,PVAC Development Pty Ltd,Melbourne 1,Australia,Mill Park,"525 McDonalds Rd, South Morang VIC 3082",-37.65123636,145.0823756,0,,,
94,DC Byte,Goodman,Amaroo Business Park,Australia,Craigieburn,"7A Callister Place, Craigieburn VIC 3064",-37.57954014,144.9490579,0,,,
95,DC Byte,Amazon Web Services,MEL81 - Kinloch Ct,Australia,Craigieburn,"80 Kinloch Ct, Craigieburn VIC 3064",-37.56207685,144.9498758,0,,,
96,DC Byte,Australia Sunshine Developments,Craigieburn,Australia,Craigieburn,"980 Hume Fwy, Craigieburn VIC 3064",-37.55701103,144.9442653,0,,,
97,DC Byte,AirTrunk,MEL5,Australia,Melbourne,"45 Donnybrook Rd, Mickleham VIC 3064",-37.54329088,144.9398587,0,,,
98,DC Byte,Spark,Papakura,New Zealand,Papakura,"Level 2, 40 O'Shannessey Street, Papakura, Auckland 2110, New Zealand",-37.06117038,174.9425996,1,17980,Papakura,Spark New Zealand Limited
99,DC Byte,Spark,Takanini,New Zealand,Papakura,"23 Popes Road, Takanini, Auckland 2105, New Zealand",-37.03102905,174.924696,1,20743,Takanini,Spark New Zealand Limited
100,DC Byte,Vodafone,Auckland,New Zealand,ÅŒtara-Papatoetoe,"15 Lambie Drive, Papatoetoe, Auckland 2104, New Zealand",-36.98712132,174.8707589,0,,,
101,DC Byte,T4,TÄmaki Makaurau,New Zealand,Howick,"42 Business Parade South, Highbrook Business Park, East TÄmaki, Auckland 2013, New Zealand",-36.94277633,174.8702151,0,,,
102,DC Byte,Goodman,Mt Wellington,New Zealand,Maungakiekie-TÄmaki,"2 Monahan Road, Mount Wellington, Auckland 1060",-36.92233814,174.8426653,0,,,
103,DC Byte,SiteHost,SHDC,New Zealand,Maungakiekie-TÄmaki,"44 Olive Road, Penrose, Auckland 1061, New Zealand",-36.90958776,174.8107095,0,,,
104,DC Byte,SAS IT,Greenlane,New Zealand,Albert-Eden,"520 Great South Road, Greenlane, Auckland 1051, New Zealand",-36.89324791,174.7985079,0,,,
105,DC Byte,Chorus,Mt Eden,New Zealand,Albert-Eden,"2B Poronui Street, Mount Eden, Auckland 1024, New Zealand",-36.88275005,174.762614,1,12354,EdgeCentre Mt Eden,Chorus Limited
106,DC Byte,Data Vault,Auckland,New Zealand,Auckland,"162 Grafton Road, Grafton, Auckland 1140, New Zealand",-36.86412011,174.7646614,1,8975,Auckland,Data Vault
107,DC Byte,SXDC,Airedale Auckland,New Zealand,Auckland,"60 Airedale Street, Auckland CBD, Auckland 1010, New Zealand",-36.85546629,174.7662909,3,8498; 8499; 16008,Airedale; Airedale; Mayoral,Plan B Limited; Spark New Zealand Limited; Spark New Zealand Limited
108,DC Byte,Spark,Airedale Mayoral Drive Exchange,New Zealand,Auckland,"31 Airedale Street, CBD, Auckland 1010, New Zealand",-36.85422235,174.7640342,5,8508; 8752; 8973; 8976; 17753,AK1 Auckland; Aotea; Auckland; Auckland; Orbit,NEXTDC Limited; Spark New Zealand Limited; Spark New Zealand Limited; Spark New Zealand Limited; Datacom Australia Holdings Pty Limited
109,DC Byte,NEXTDC,AK1,New Zealand,Auckland,"Auckland CBD, Auckland 1010, New Zealand",-36.85305931,174.7580142,5,8508; 8752; 8973; 8976; 17753,AK1 Auckland; Aotea; Auckland; Auckland; Orbit,NEXTDC Limited; Spark New Zealand Limited; Spark New Zealand Limited; Spark New Zealand Limited; Datacom Australia Holdings Pty Limited
110,DC Byte,Data Centre 220,Queen Street,New Zealand,Auckland,"220 Queen Street, Auckland, New Zealand",-36.84933873,174.7655505,3,8974; 8977; 18854,Auckland; Auckland; Queen Street,Data Centre It Ltd.; T4 Group Limited; Data Centre 220
111,DC Byte,Vocus,Auckland,New Zealand,Auckland,"191 Queen Street, CBD Auckland 1010 New Zealand",-36.84852622,174.7653414,3,8974; 8977; 18854,Auckland; Auckland; Queen Street,Data Centre It Ltd.; T4 Group Limited; Data Centre 220
112,DC Byte,JDA,Sky Tower,New Zealand,Auckland,"Victoria Street West, Auckland CBD, Auckland 1010, New Zealand",-36.84850081,174.7621248,5,8508; 8752; 8973; 8976; 17753,AK1 Auckland; Aotea; Auckland; Auckland; Orbit,NEXTDC Limited; Spark New Zealand Limited; Spark New Zealand Limited; Spark New Zealand Limited; Datacom Australia Holdings Pty Limited
113,DC Byte,Microsoft,Auckland 1,New Zealand,Henderson-Massey,"3 Kakano Road, Westgate, Auckland 0814, New Zealand",-36.81408565,174.6020654,2,8515; 17245,AKL01-Westgate; New Zealand 2,DCI Data Centers; Microsoft Corporation
114,DC Byte,DCI Data Centers,AKL01,New Zealand,Henderson-Massey,"1 Kakano Road, Westgate, Auckland 0814, New Zealand",-36.81338457,174.5996767,2,8515; 17245,AKL01-Westgate; New Zealand 2,DCI Data Centers; Microsoft Corporation
115,DC Byte,Amazon Web Services,Auckland,New Zealand,Henderson-Massey,"Kakano Road, Westgate, Auckland 0814, New Zealand",-36.81218378,174.5989358,2,8515; 17245,AKL01-Westgate; New Zealand 2,DCI Data Centers; Microsoft Corporation
116,DC Byte,CDC Data Centres,Hobsonville Campus Two,New Zealand,Hobsonville,"90A Hobsonville Road, Hobsonville, Auckland 0618",-36.80972852,174.6317121,0,,,
117,DC Byte,CDC Data Centres,Hobsonville Campus One (HV1 & HV1A),New Zealand,Upper Harbour,"32-34 Westpoint Drive, Hobsonville, Auckland 0618, New Zealand",-36.80293671,174.6368497,1,13777,Hobsonville,CDC Data Centres
118,DC Byte,Microsoft,Auckland 2,New Zealand,Whenuapai,"151 Brigham Creek Road, Whenuapai, Auckland 0618, New Zealand",-36.79934354,174.6272658,0,,,
119,DC Byte,Vector Fibre,Northcote,New Zealand,KaipÄtiki,"46C Northcote Road, Northcote, Auckland 0627, New Zealand",-36.79346965,174.7474526,0,,,
120,DC Byte,Vocus,Northcote,New Zealand,Northcote,"46C Northcote Road, Northcote, Auckland 0627, New Zealand",-36.79338344,174.7474496,0,,,
121,DC Byte,GCSB,Whenuapai,New Zealand,Whenuapai,"RNZAF Base, Whenuapai ",-36.79025567,174.6206955,0,,,
122,DC Byte,SXDC,Albany Auckland,New Zealand,Upper Harbour,"3A William Pickering Drive, Rosedale, Auckland 0632, New Zealand",-36.75206325,174.7054783,2,8516; 8551,AKL02--Auckland; Albany,DCI Data Centers; Plan B Limited
123,DC Byte,Vocus,Albany Auckland,New Zealand,Upper Harbour,"7A Parkhead Place, Rosedale, Auckland 0632, New Zealand",-36.74994118,174.6963882,4,8549; 8550; 16325; 20787,Albany; Albany; Mikipro Auckland; Tarndale,Two Degrees Mobile Limited; Hd Net Limited; Mikipro; Plan B Limited
124,DC Byte,Spark,Revera Albany Auckland,New Zealand,Upper Harbour,"20 William Pickering Drive, Albany, Auckland 0632, New Zealand",-36.74970601,174.700499,4,8549; 8550; 16325; 20787,Albany; Albany; Mikipro Auckland; Tarndale,Two Degrees Mobile Limited; Hd Net Limited; Mikipro; Plan B Limited
125,DC Byte,DCI Data Centers,AKL02,New Zealand,Upper Harbour,"297/297A Albany Highway, Rosedale, Auckland 0632, New Zealand",-36.74898901,174.6958529,4,8549; 8550; 16325; 20787,Albany; Albany; Mikipro Auckland; Tarndale,Two Degrees Mobile Limited; Hd Net Limited; Mikipro; Plan B Limited
126,DC Byte,HD,Piermark Drive,New Zealand,Upper Harbour,"11C Piermark Drive, Rosedale, Auckland 0632, New Zealand",-36.74737562,174.702322,4,8549; 8550; 16325; 20787,Albany; Albany; Mikipro Auckland; Tarndale,Two Degrees Mobile Limited; Hd Net Limited; Mikipro; Plan B Limited
127,DC Byte,SXDC,Tarndale Auckland,New Zealand,Upper Harbour,"15 Tarndale Grove, Rosedale, Auckland 0632, New Zealand",-36.74590047,174.7020244,4,8549; 8550; 16325; 20787,Albany; Albany; Mikipro Auckland; Tarndale,Two Degrees Mobile Limited; Hd Net Limited; Mikipro; Plan B Limited
128,DC Byte,Mikipro,Data Center,New Zealand,Upper Harbour,"11C Douglas Alexander Parade, Rosedale, Auckland 0632, New Zealand",-36.74535115,174.6999485,4,8549; 8550; 16325; 20787,Albany; Albany; Mikipro Auckland; Tarndale,Two Degrees Mobile Limited; Hd Net Limited; Mikipro; Plan B Limited
129,DC Byte,Umbrellar,Auckland,New Zealand,Upper Harbour,"30 Arrenway Drive, Rosedale, Auckland 0632, New Zealand",-36.74327172,174.7233032,0,,,
130,DC Byte,Datacom Data Centres,Orbit,New Zealand,Upper Harbour,"6 Orbit Drive, Rosedale, 0632, Auckland, New Zealand",-36.74055017,174.7289925,1,17753,Orbit,Datacom Australia Holdings Pty Limited
131,DC Byte,Spark,Dairy Flat,New Zealand,Dairy Flat,"1350 Dairy Flat Highway, Dairy Flat 0794, New Zealand",-36.65855175,174.6505801,1,20264,Spark North Shore,Spark New Zealand Limited
132,DC Byte,CDC Data Centres,Silverdale Campus One (SD1 & SD1A),New Zealand,Hibiscus Coast,"29-31 Highgate Parkway, Silverdale 0992, New Zealand",-36.61466795,174.6641146,1,20007,Silverdale,CDC Data Centres
